beta,Rate,Slope_c,Intercept,R2
0.0001,338.115966796875,0.004464908124158208,1.506837774282235e-06,0.9999994852320258
0.0003,222.94186401367188,0.012893507576651043,-1.3565753897033118e-06,0.9999994581850842
0.001,122.4925765991211,0.04092547252465938,-9.311430909852678e-05,0.9999520550095461
0.01,33.73514938354492,0.18428061836615373,-0.0022953136704433846,0.998740344664639
